"DO NOT EDIT ANY CELL VALUES! - JUST ADD YOUR COMMENTS! (but if you edit, highlight the cell in yellow!)",,,,,,,,,,,,,,,,,,,,https://ieee-cas.org/award/outstanding-paper-awards/outstanding-young-author-award,
award_SA,record_count,award_name,award_link,individual,award_year,awardee_name,awardee_gender,gender_source,affiliation_institution,affiliation_country,affiliation_info_source,awardee_comment1,shared,awardee_profile_shown,awardee_photo_shown,awardee_comment2,awarded_paper_ref,awarded_paper_doi,checked,checker_name,checker_comment
Neuroscience,16,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2013,Christina Roseti,F,photo,,USA,award page,,no,yes,yes,sub-pages,"Roseti C, Fucile S, Lauro C, Martinello K, Bertollini C, Esposito V, Mascia A, Catalano M, Aronica E, Limatola C, Palma E. Fractalkine/CX3CL1 modulates GABAA currents in human temporal lobe epilepsy. Epilepsia. 2013 Oct;54(10):1834-44. doi: 10.1111/epi.12354",10.1111/epi.12354,yes,Joshua Reilly (Wang),
Neuroscience,17,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2012,Mark Bower,M,photo,,USA,award page,,no,yes,yes,sub-pages,"Bower MR, Stead M, Meyer FB, Marsh WR, Worrell GA. Spatiotemporal neuronal correlates of seizure generation in focal epilepsy. Epilepsia. 2012 May;53(5):807-16. doi: 10.1111/j.1528-1167.2012.03417.x",10.1111/j.1528-1167.2012.03417.x,yes,Joshua Reilly (Wang),
Neuroscience,18,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2011,Sebastian Schuchmann,M,photo,,Germany,award page,,no,yes,yes,sub-pages,"Schuchmann S, Hauck S, Henning S, Grüters-Kieslich A, Vanhatalo S, Schmitz D, Kaila K. Respiratory alkalosis in children with febrile seizures. Epilepsia. 2011 Nov;52(11):1949-55. doi: 10.1111/j.1528-1167.2011.03259.x",10.1111/j.1528-1167.2011.03259.x,yes,Joshua Reilly (Wang),
Neuroscience,19,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2010,Yao-Chung Chuang,M,photo,,Taiwan,award page,,no,yes,yes,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,20,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2010,Laura Jansen,F,photo,,USA,award page,,no,yes,yes,sub-pages,"Jansen LA, Peugh LD, Roden WH, Ojemann JG. Impaired maturation of cortical GABA(A) receptor expression in pediatric epilepsy. Epilepsia. 2010 Aug;51(8):1456-67. doi: 10.1111/j.1528-1167.2009.02491.x",10.1111/j.1528-1167.2009.02491.x,yes,Joshua Reilly (Wang),
Neuroscience,21,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2009,Julia Jacobs-LeVan,F,photo,,Germany,award page,,no,yes,yes,sub-pages,"Jacobs J, LeVan P, Chander R, Hall J, Dubeau F, Gotman J. Interictal high-frequency oscillations (80-500 Hz) are an indicator of seizure onset areas independent of spikes in the human epileptic brain. Epilepsia. 2008 Nov;49(11):1893-907. doi: 10.1111/j.1528-1167.2008.01656.x",10.1111/j.1528-1167.2008.01656.x,yes,Joshua Reilly (Wang),
Neuroscience,22,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2008,Nicola Marchi,M,photo,,USA,award page,,no,yes,yes,sub-pages,"Marchi N, Angelov L, Masaryk T, Fazio V, Granata T, Hernandez N, Hallene K, Diglaw T, Franic L, Najm I, Janigro D. Seizure-promoting effect of blood-brain barrier disruption. Epilepsia. 2007 Apr;48(4):732-42. doi: 10.1111/j.1528-1167.2007.00988.x",10.1111/j.1528-1167.2007.00988.x,yes,Joshua Reilly (Wang),
Neuroscience,23,Epilepsia Prize,https://www.ilae.org/about-ilae/awards/epilepsiaandreg-prize,yes,2007,Zita Gajda,F,photo,,USA,award page,,no,yes,yes,sub-pages,"Gajda Z, Hermesz E, Gyengési E, Szupera Z, Szente M. The functional significance of gap junction channels in the epileptogenicity and seizure susceptibility of juvenile rats. Epilepsia. 2006 Jun;47(6):1009-22. doi: 10.1111/j.1528-1167.2006.00573.x",10.1111/j.1528-1167.2006.00573.x,yes,Joshua Reilly (Wang),
Neuroscience,1,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2022,João Victor Cabral-Costa,M,photo,Universidade de São Paulo,Brazil,article,,no,no,yes,,"Cabral-Costa, J. V., Vicente-Gutiérrez, C., Agulla, J., Lapresa, R., Elrod, J. W., Almeida, Á., Bolaños, J. P., & Kowaltowski, A. J. (2023). Mitochondrial sodium/calcium exchanger NCLX regulates glycolysis in astrocytes, impacting on cognitive performance. Journal of Neurochemistry, 165, 521– 535. https://doi.org/10.1111/jnc.15745",10.1111/jnc.15745,yes,Joshua Reilly (Wang),
Neuroscience,2,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2021,Omar Faruk,M,photo,University of Dhaka,Bangladesh,article,,no,yes,yes,,"Faruk MO, Tsuboi D, Yamahashi Y, Funahashi Y, Lin YH, Ahammad RU, Hossen E, Amano M, Nishioka T, Tzingounis AV, Yamada K, Nagai T, Kaibuchi K. Muscarinic signaling regulates voltage-gated potassium channel KCNQ2 phosphorylation in the nucleus accumbens via protein kinase C for aversive learning. J Neurochem. 2022 Feb;160(3):325-341. doi: 10.1111/jnc.15555",10.1111/jnc.15555,yes,Joshua Reilly (Wang),
Neuroscience,3,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2020,Silvia Oldani,F,photo,"German Center for Neurodegenerative Diseases, Berlin",Germany,article,,no,yes,yes,,"Oldani S, Moreno-Velasquez L, Faiss L, Stumpf A, Rosenmund C, Schmitz D, Rost BR. SynaptoPAC, an optogenetic tool for induction of presynaptic plasticity. J Neurochem. 2021 Feb;156(3):324-336. doi: 10.1111/jnc.15210",10.1111/jnc.15210,yes,Joshua Reilly (Wang),
Neuroscience,4,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2019,Wangqiu Huang,F,photo,"China Pharmaceutical University, Nanjing",China,article,,no,yes,yes,,"Huang W, Xu Y, Zhang Y, Zhang P, Zhang Q, Zhang Z, Xu F. Metabolomics-driven identification of adenosine deaminase as therapeutic target in a mouse model of Parkinson's disease. J Neurochem. 2019 Aug;150(3):282-295. doi: 10.1111/jnc.14774",10.1111/jnc.14774,yes,Joshua Reilly (Wang),
Neuroscience,5,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2018,Jonathan D. Lautz,M,photo,Seattle Children’s Research Institute,USA,award page,,no,no,yes,,"Lautz JD, Brown EA, Williams VanSchoiack AA, Smith SEP. Synaptic activity induces input-specific rearrangements in a targeted synaptic protein interaction network. J Neurochem. 2018 Sep;146(5):540-559. doi: 10.1111/jnc.14466",10.1111/jnc.14466,yes,Joshua Reilly (Wang),
Neuroscience,6,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2017,Scott Glen Canfield,M,photo,"Indiana University, Indiana",USA,award page,,no,yes,yes,,"Canfield SG, Stebbins MJ, Morales BS, Asai SW, Vatine GD, Svendsen CN, Palecek SP, Shusta EV. An isogenic blood-brain barrier model comprising brain endothelial cells, astrocytes, and neurons derived from human induced pluripotent stem cells. J Neurochem. 2017 Mar;140(6):874-888. doi: 10.1111/jnc.13923",10.1111/jnc.13923,yes,Joshua Reilly (Wang),
Neuroscience,7,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2016,Sunmin Jung,F,photo,Seoul National University,South Korea,award page,,no,yes,yes,,"Jung S, Nah J, Han J, Choi SG, Kim H, Park J, Pyo HK, Jung YK. Dual-specificity phosphatase 26 (DUSP26) stimulates Aβ42 generation by promoting amyloid precursor protein axonal transport during hypoxia. J Neurochem. 2016 Jun;137(5):770-81. doi: 10.1111/jnc.13597",10.1111/jnc.13597,yes,Joshua Reilly (Wang),
Neuroscience,8,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2015,Yuda Huo,M,photo,Boston University,USA,award page,,no,yes,yes,,"Huo Y, Khatri N, Hou Q, Gilbert J, Wang G, Man HY. The deubiquitinating enzyme USP46 regulates AMPA receptor ubiquitination and trafficking. J Neurochem. 2015 Sep;134(6):1067-80. doi: 10.1111/jnc.13194",10.1111/jnc.13194,yes,Joshua Reilly (Wang),
Neuroscience,9,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2014,Stefania Averaimo,F,photo,University of Milan,Italy,award page,,no,no,yes,,"Averaimo S, Gritti M, Barini E, Gasparini L, Mazzanti M. CLIC1 functional expression is required for cAMP-induced neurite elongation in post-natal mouse retinal ganglion cells. J Neurochem. 2014 Nov;131(4):444-56. doi: 10.1111/jnc.12832",10.1111/jnc.12832,yes,Joshua Reilly (Wang),
Neuroscience,10,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2013,Takao Hikita,M,photo,Nagoya City University,Japan,article,,no,yes,yes,,"Hikita T, Ohno A, Sawada M, Ota H, Sawamoto K. Rac1-mediated indentation of resting neurons promotes the chain migration of new neurons in the rostral migratory stream of post-natal mouse brain. J Neurochem. 2014 Mar;128(6):790-7. doi: 10.1111/jnc.12518",10.1111/jnc.12518,yes,Joshua Reilly (Wang),
Neuroscience,11,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2012,Sonya B. Dumanis,F,photo,"Georgetown University Medical Center, Washington,",USA,article,,no,yes,yes,,"Dumanis SB, DiBattista AM, Miessau M, Moussa CE, Rebeck GW. APOE genotype affects the pre-synaptic compartment of glutamatergic nerve terminals. J Neurochem. 2013 Jan;124(1):4-14. doi: 10.1111/j.1471-4159.2012.07908.x",10.1111/j.1471-4159.2012.07908.x,yes,Joshua Reilly (Wang),
Neuroscience,12,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2011,Joanne L. Bailey,F,photo,University of Southampton,UK,award page,,no,yes,yes,,"Bailey JL, O'Connor V, Hannah M, Hewlett L, Biggs TE, Sundstrom LE, Findlay MW, Chad JE. In vitro CNS tissue analogues formed by self-organisation of reaggregated post-natal brain tissue. J Neurochem. 2011 Jun;117(6):1020-32. doi: 10.1111/j.1471-4159.2011.07276.x",10.1111/j.1471-4159.2011.07276.x,yes,Joshua Reilly (Wang),
Neuroscience,13,Mark A. Smith Award,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/mark_a_smith_prize.htm; https://www.neurochemistry.org/mark-smith-prize/,yes,2010,Jennie Cederholm,F,photo,"University of New South Wales, Sydney",Australia,article,,no,no,yes,,"Cederholm JM, Absalom NL, Sugiharto S, Griffith R, Schofield PR, Lewis TM. Conformational changes in extracellular loop 2 associated with signal transduction in the glycine receptor. J Neurochem. 2010 Dec;115(5):1245-55. doi: 10.1111/j.1471-4159.2010.07021.x",10.1111/j.1471-4159.2010.07021.x,yes,Joshua Reilly (Wang),
Neuroscience,1,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2022,Rongrong Huang,F,name,Southeastern University,USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,2,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2021,Leah Mayo,F,name,Linkoping University,Sweden,award page,,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,3,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2021,Gunes Sevinc,F,photo,"Harvard Medical School, Massachusetts General Hospital",USA,award page,https://www.researchgate.net/profile/Gunes-Sevinc,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,4,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2020,Theo van Erp,M,name,"University of California, Irvine",USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,5,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2019,Aurelijus Burokas,M,name,Vilnius University,Lithuania,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,6,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2018,Hannah Cates,F,name,Ichann School of Medicine,USA,award page,,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,7,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2018,Rosemary Bagot,F,name,McGill University,Canada,award page,,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,8,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2017,Stephanie Solso,F,name,University of California,USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,9,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2016,Peter Nagele,M,name,"Washington University School of Medicine, St. Louis",USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,10,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2015,Adam S. Smith,M,name,"NIH/NIMH, Bethesda",USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,11,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2014,Jinhui Wang,M,photo,"Beijing Normal University, Beijing",China,award page,https://scholar.google.com/citations?user=4_djMV0AAAAJ&hl=en,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,12,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2013,Omri Weisman,M,photo,Bar-Ilan University,Israel,award page,https://scholar.google.com/citations?hl=en&user=BikKdoYAAAAJ,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,13,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2012,Philipp Ottis,M,name,Henrich Heine University Medical Center -Düsseldorf,Germany,award page,,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,14,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2012,Verian Bader,M,photo,Henrich Heine University Medical Center -Düsseldorf,Germany,award page,https://www.researchgate.net/profile/Verian-Bader,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,15,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2011,Melissa Malvaez,F,name,"University of California, Irvine",USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,16,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2010,Tania Roth,F,name,University of Alabama,USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,17,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2009,Susan L. Christian,F,name,University of Chicago,USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,18,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2008,Tracy Bale,F,name,University of Pennsylvania,USA,award page,,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,19,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2008,Sarah L. Teegarden,F,name,University of Pennsylvania,USA,award page,,yes,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,20,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2007,Elizabeth F. C. van Rossum,F,name,"Erasmus Medical Center University Medical Center, Rotterdam",Netherlands,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,21,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2006,Johannes Schumacher,M,name,University of Bonn,Germany,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,22,Somerfeld-Ziskind Research Award,https://sobp.org/somerfeld-ziskind-research-award/,yes,2005,Bennett A. Shaywitz,M,name,Yale University,USA,award page,,no,no,no,no article info,,,yes,Joshua Reilly (Wang),
Neuroscience,1,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2022,Shunsuke Kimura,M,photo,National Cerebral and Cardiovascular Center,Japan,award page,https://www.ahajournals.org/str/qa-kimura,no,yes,yes,Q&A subpage with affiliations and photo,"Kimura S, Toyoda K, Yoshimura S, Minematsu K, Yasaka M, Paciaroni M, Werring DJ, Yamagami H, Nagao T, Yoshimura S, Polymeris A, Zietz A, Engelter ST, Kallmünzer B, Cappellari M, Chiba T, Yoshimoto T, Shiozawa M, Kitazono T, Koga M; SAMURAI, RELAXED, RAF, RAF-NOAC, CROMIS-2, NOACISP LONGTERM, Erlangen Registry and Verona Registry Investigators. Practical ""1-2-3-4-Day"" Rule for Starting Direct Oral Anticoagulants After Ischemic Stroke With Atrial Fibrillation: Combined Hospital-Based Cohort Study. Stroke. 2022 May;53(5):1540-1549. doi: 10.1161/STROKEAHA.121.036695",10.1161/STROKEAHA.121.036695,yes,Joshua Reilly (Wang),
Neuroscience,2,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2021,Naoki Kaneko,M,photo,"University of California, Los Angeles",USA,award page,https://www.ahajournals.org/str/qa-kaneko-satta,yes,yes,yes,Q&A subpage with affiliations and photo,"Kaneko N, Satta S, Komuro Y, Muthukrishnan SD, Kakarla V, Guo L, An J, Elahi F, Kornblum HI, Liebeskind DS, Hsiai T, Hinman JD. Flow-Mediated Susceptibility and Molecular Response of Cerebral Endothelia to SARS-CoV-2 Infection. Stroke. 2021 Jan;52(1):260-270. doi: 10.1161/STROKEAHA.120.032764",10.1161/STROKEAHA.120.032764,yes,Joshua Reilly (Wang),
Neuroscience,3,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2021,Sandro Satta,M,photo,"University of California, Los Angeles",USA,award page,https://www.ahajournals.org/str/qa-kaneko-satta,yes,yes,yes,Q&A subpage with affiliations and photo,"Kaneko N, Satta S, Komuro Y, Muthukrishnan SD, Kakarla V, Guo L, An J, Elahi F, Kornblum HI, Liebeskind DS, Hsiai T, Hinman JD. Flow-Mediated Susceptibility and Molecular Response of Cerebral Endothelia to SARS-CoV-2 Infection. Stroke. 2021 Jan;52(1):260-270. doi: 10.1161/STROKEAHA.120.032764",10.1161/STROKEAHA.120.032764,yes,Joshua Reilly (Wang),
Neuroscience,4,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2020,Brian Mac Grory,M,photo,Duke University School of Medicine,USA,award page,https://www.ahajournals.org/str/qa-mac-grory,no,yes,yes,Q&A subpage with affiliations and photo,"Mac Grory B, Nackenoff A, Poli S, Spitzer MS, Nedelmann M, Guillon B, Preterre C, Chen CS, Lee AW, Yaghi S, Stretz C, Azher I, Paddock J, Bakaeva T, Greer DM, Shulman JG, Kowalski RG, Lavin P, Mistry E, Espaillat K, Furie K, Kirshner H, Schrag M. Intravenous Fibrinolysis for Central Retinal Artery Occlusion: A Cohort Study and Updated Patient-Level Meta-Analysis. Stroke. 2020 Jul;51(7):2018-2025. doi: 10.1161/STROKEAHA.119.028743",10.1161/STROKEAHA.119.028743,yes,Joshua Reilly (Wang),
Neuroscience,5,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2019,Shubei Ma,M,photo,"Xuanwu Hospital of Capital Medical University, Beijing",China,article,https://loop.frontiersin.org/people/1524643/network,yes,yes,no,Q&A subpage with affiliations and photo,"Ma S, Wang J, Wang Y, Dai X, Xu F, Gao X, Johnson J, Xu N, Leak RK, Hu X, Luo Y, Chen J. Diabetes Mellitus Impairs White Matter Repair and Long-Term Functional Deficits After Cerebral Ischemia. Stroke. 2018 Oct;49(10):2453-2463. doi: 10.1161/STROKEAHA.118.021452",10.1161/STROKEAHA.118.021452,yes,Joshua Reilly (Wang),
Neuroscience,6,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2019,Jianyi Wang,M,name,University of Pittsburgh School of Medicine,USA,article,https://www.ahajournals.org/str/qa-first-place,yes,yes,no,Q&A subpage with affiliations and photo,"Ma S, Wang J, Wang Y, Dai X, Xu F, Gao X, Johnson J, Xu N, Leak RK, Hu X, Luo Y, Chen J. Diabetes Mellitus Impairs White Matter Repair and Long-Term Functional Deficits After Cerebral Ischemia. Stroke. 2018 Oct;49(10):2453-2463. doi: 10.1161/STROKEAHA.118.021452",10.1161/STROKEAHA.118.021452,yes,Yefeng,
Neuroscience,7,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2018,Rajkumar Verma,M,photo,"UConn Health, Farmington, CT",USA,article,https://www.ahajournals.org/str/qa-rajkumar-verma,no,yes,yes,Q&A subpage with affiliations and photo,"Verma R, Ritzel RM, Harris NM, Lee J, Kim T, Pandi G, Vemuganti R, McCullough LD. Inhibition of miR-141-3p Ameliorates the Negative Effects of Poststroke Social Isolation in Aged Mice. Stroke. 2018 Jul;49(7):1701-1707. doi: 10.1161/STROKEAHA.118.020627",10.1161/STROKEAHA.118.020627,yes,Joshua Reilly (Wang),
Neuroscience,8,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2017,Marilena Marinescu,F,photo,Imperial College London,UK,article,https://www.ahajournals.org/str/qa-marilena-marinescu,no,yes,yes,Q&A subpage with affiliations and photo,"Marinescu M, Sun L, Fatar M, Neubauer A, Schad L, van Ryn J, Lehmann L, Veltkamp R. Cerebral Microbleeds in Murine Amyloid Angiopathy: Natural Course and Anticoagulant Effects. Stroke. 2017 Aug;48(8):2248-2254. doi: 10.1161/STROKEAHA.117.017994",10.1161/STROKEAHA.117.017994,yes,Joshua Reilly (Wang),
Neuroscience,9,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2016,Alexis N. Simpkins,F,photo,"National Institutes of Health, Bethesda",USA,article,https://www.ahajournals.org/str/qa-dr-simpkins,no,yes,yes,Q&A subpage with affiliations and photo,"Simpkins AN, Dias C, Leigh R; National Institutes of Health Natural History of Stroke Investigators. Identification of Reversible Disruption of the Human Blood-Brain Barrier Following Acute Ischemia. Stroke. 2016 Sep;47(9):2405-8. doi: 10.1161/STROKEAHA.116.013805",10.1161/STROKEAHA.116.013805,yes,Joshua Reilly (Wang),
Neuroscience,10,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2015,Kevin B. Koronowski ,M,photo,University of Miami Miller School of Medicine,USA,article,https://www.ahajournals.org/str/qa-mr-koronowski,no,yes,yes,Q&A subpage with affiliations and photo,"Koronowski KB, Dave KR, Saul I, Camarena V, Thompson JW, Neumann JT, Young JI, Perez-Pinzon MA. Resveratrol Preconditioning Induces a Novel Extended Window of Ischemic Tolerance in the Mouse Brain. Stroke. 2015 Aug;46(8):2293-8. doi: 10.1161/STROKEAHA.115.009876",10.1161/STROKEAHA.115.009876,yes,Joshua Reilly (Wang),
Neuroscience,11,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2014,Dominique A. Cadilhac ,F,photo,Monash University,Australia,article,https://www.ahajournals.org/str/qa-dr-cadilhac,no,yes,yes,Q&A subpage with affiliations and photo,"Cadilhac DA, Purvis T, Kilkenny MF, Longworth M, Mohr K, Pollack M, Levi CR; New South Wales Strokes Services Coordinating Commitee; Agency for Clinical Innovation. Evaluation of rural stroke services: does implementation of coordinators and pathways improve care in rural hospitals? Stroke. 2013 Oct;44(10):2848-53. doi: 10.1161/STROKEAHA.113.001258",10.1161/STROKEAHA.113.001258,yes,Joshua Reilly (Wang),
Neuroscience,12,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2013,Marius de Groot,M,name,"Erasmus MC University Medical Center, Rotterdam",Netherlands,article,,yes,no,no,,"de Groot M, Verhaaren BF, de Boer R, Klein S, Hofman A, van der Lugt A, Ikram MA, Niessen WJ, Vernooij MW. Changes in normal-appearing white matter precede development of white matter lesions. Stroke. 2013 Apr;44(4):1037-42. doi: 10.1161/STROKEAHA.112.680223",10.1161/STROKEAHA.112.680223,yes,Joshua Reilly (Wang),
Neuroscience,13,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2013,Benjamin F. J. Verhaaren,M,name,"Erasmus MC University Medical Center, Rotterdam",Netherlands,article,,yes,no,no,,"de Groot M, Verhaaren BF, de Boer R, Klein S, Hofman A, van der Lugt A, Ikram MA, Niessen WJ, Vernooij MW. Changes in normal-appearing white matter precede development of white matter lesions. Stroke. 2013 Apr;44(4):1037-42. doi: 10.1161/STROKEAHA.112.680223",10.1161/STROKEAHA.112.680223,yes,Joshua Reilly (Wang),
Neuroscience,14,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2012,Julie Tilson,F,name,"University of Southern California, Los Angeles",USA,article,,no,no,no,,"Tilson JK, Wu SS, Cen SY, Feng Q, Rose DR, Behrman AL, Azen SP, Duncan PW. Characterizing and identifying risk for falls in the LEAPS study: a randomized clinical trial of interventions to improve walking poststroke. Stroke. 2012 Feb;43(2):446-52. doi: 10.1161/STROKEAHA.111.636258",10.1161/STROKEAHA.111.636258,yes,Joshua Reilly (Wang),
Neuroscience,15,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2011,David S. Liebeskind,M,name,"UCLA Stroke Center, Los Angeles",USA,article,,no,no,no,,"Liebeskind DS, Sanossian N, Yong WH, Starkman S, Tsang MP, Moya AL, Zheng DD, Abolian AM, Kim D, Ali LK, Shah SH, Towfighi A, Ovbiagele B, Kidwell CS, Tateshima S, Jahan R, Duckwiler GR, Viñuela F, Salamon N, Villablanca JP, Vinters HV, Marder VJ, Saver JL. CT and MRI early vessel signs reflect clot composition in acute stroke. Stroke. 2011 May;42(5):1237-43. doi: 10.1161/STROKEAHA.110.605576",10.1161/STROKEAHA.110.605576,yes,Joshua Reilly (Wang),
